643142	-2.2401635	53.4775092
6066044527	-2.2391705	53.4817491	
6066044528	-2.2392189	53.4817032	
6066044529	-2.2392495	53.4816968	
6066044530	-2.2392819	53.4816970	
6066044531	-2.2393122	53.4817037	
6066044532	-2.2393370	53.4817161	
6066044533	-2.2393533	53.4817328	
6066044534	-2.2393592	53.4817517	
6066044535	-2.2400273	53.4797072	
6066046731	-2.2402565	53.4798945	
6066046732	-2.2400982	53.4800100	
6066046733	-2.2400035	53.4799322	
6066046734	-2.2401801	53.4798574	
6066046735	-2.2401581	53.4798735	
6066046736	-2.2401136	53.4798519	
6066046737	-2.2400469	53.4799532	
6066046738	-2.2400206	53.4799724	
6066053317	-2.2403748	53.4798194	
6066053318	-2.2403183	53.4797922	
6066053319	-2.2403226	53.4798578	
6066053320	-2.2402673	53.4798297	
6066053321	-2.2404640	53.4798293	
6066053322	-2.2401110	53.4796491	
6066053323	-2.2405501	53.4796995	
6066053324	-2.2404038	53.4797991	
6066053325	-2.2401631	53.4796739	
6066053326	-2.2403094	53.4795743	
6066055950	-2.2412513	53.4799362	
6066055951	-2.2414675	53.4799827	
6066055952	-2.2413978	53.4799481	
6066055953	-2.2414568	53.4799061	
6066055954	-2.2415265	53.4799407	
6066055955	-2.2415342	53.4797439	
6066055956	-2.2418047	53.4798715	
6066064701	-2.2417465	53.4797471	
6066064702	-2.2417390	53.4797185	
6066064703	-2.2418131	53.4796975	
6066064704	-2.2417791	53.4797604	
6066064705	-2.2418439	53.4797145	
6066064706	-2.2417715	53.4796999	
6066064707	-2.2416730	53.4797521	
6066064708	-2.2418544	53.4796162	
6066064709	-2.2419653	53.4796747	
6066064710	-2.2417831	53.4798081	
6066064711	-2.2418396	53.4797708	
6066064712	-2.2418223	53.4797589	
6066064713	-2.2418502	53.4797369	
6066064714	-2.2418689	53.4797458	
6066066923	-2.2420587	53.4799904	
6066074371	-2.2425277	53.4800731	
6066074372	-2.2422101	53.4803370	
6066074373	-2.2425113	53.4800604	
6066074374	-2.2425041	53.4800649	
6066074375	-2.2425258	53.4803157	
6066074376	-2.2422589	53.4802899	
6066074377	-2.2424309	53.4801379	
6066074378	-2.2425708	53.4801514	
6066074379	-2.2422713	53.4802446	
6066074380	-2.2426989	53.4800930	
6066074381	-2.2425984	53.4799431	
6066074382	-2.2424841	53.4798579	
6066074383	-2.2425929	53.4798062	
6066074384	-2.2425595	53.4800789	
6066077685	-2.2422750	53.4801374	
6066077686	-2.2419868	53.4799709	
6066091754	-2.2421575	53.4800695	
6066091755	-2.2420405	53.4800019	
6066091756	-2.2422294	53.4798830	
6066091757	-2.2423657	53.4799612	
6066091758	-2.2421930	53.4798582	
6066091759	-2.2423966	53.4798694	
6066091760	-2.2424445	53.4799056	
6066091761	-2.2423445	53.4799624	
6066091762	-2.2423343	53.4799545	
6066091763	-2.2423553	53.4799560	
6066091764	-2.2424271	53.4799294	
6066091765	-2.2424193	53.4799197	
6066091766	-2.2425681	53.4797862	
6066091767	-2.2422954	53.4799030	
6066091768	-2.2422532	53.4798708	
6066091769	-2.2423824	53.4797529	
6066091770	-2.2424595	53.4798118	
6066091771	-2.2423167	53.4798932	
6066091772	-2.2423044	53.4798838	
6066091773	-2.2423312	53.4798346	
6066103557	-2.2430981	53.4801657	
6066103558	-2.2431974	53.4803612	
6066103559	-2.2428159	53.4801828	
6066103560	-2.2428424	53.4801667	
6066103561	-2.2428763	53.4801570	
6066103562	-2.2429109	53.4801557	
6066103563	-2.2429263	53.4801620	
6066103564	-2.2429474	53.4801731	
6066103565	-2.2430767	53.4802688	
6066104614	-2.2430186	53.4804294	
6066104615	-2.2428741	53.4804142	
6066104616	-2.2429034	53.4803160	
6066104617	-2.2430479	53.4803312	
6066204858	-2.2411981	53.4812908	
6066204860	-2.2410732	53.4810712	
6066204861	-2.2413223	53.4811446	
6066209977	-2.2415332	53.4811679	
6066209978	-2.2415122	53.4811670	
6066209979	-2.2415342	53.4810932	
6066209980	-2.2415539	53.4810965	
6066209981	-2.2414929	53.4811621	
6066209982	-2.2414774	53.4811536	
6066209983	-2.2414674	53.4811426	
6066209984	-2.2414641	53.4811302	
6066210485	-2.2410550	53.4813229	
6066210486	-2.2410792	53.4812930	
6066210487	-2.2412827	53.4814164	
6066210488	-2.2411770	53.4813837	
6066210489	-2.2412461	53.4813046	
6066210490	-2.2413520	53.4813370	
6066211085	-2.2414677	53.4811179	
6066211086	-2.2414780	53.4811070	
6066211087	-2.2414938	53.4810987	
6066211088	-2.2415132	53.4810939	
6066211089	-2.2415708	53.4811034	
6066211090	-2.2415831	53.4811132	
6066211091	-2.2415895	53.4811247	
6066211092	-2.2415893	53.4811369	
6066211093	-2.2415826	53.4811484	
6066211094	-2.2415701	53.4811581	
6066211095	-2.2415530	53.4811648	
6066218739	-2.2411843	53.4808494	
6066218740	-2.2411504	53.4808477	
6066218741	-2.2411462	53.4808435	
6066218742	-2.2411446	53.4808387	
6066218743	-2.2411457	53.4808339	
6066218744	-2.2411494	53.4808296	
6066218745	-2.2411553	53.4808263	
6066218746	-2.2411628	53.4808243	
6066218747	-2.2411709	53.4808239	
6066218748	-2.2411788	53.4808251	
6066218749	-2.2411856	53.4808278	
6066218750	-2.2411905	53.4808317	
6066218751	-2.2411929	53.4808363	
6066218752	-2.2411926	53.4808412	
6066218753	-2.2411631	53.4808523	
6066218754	-2.2411705	53.4808527	
6066218755	-2.2411779	53.4808517	
6066218756	-2.2411897	53.4808457	
6066218757	-2.2408590	53.4807353	
6066218758	-2.2408664	53.4807333	
6066218759	-2.2408746	53.4807329	
6066218760	-2.2408825	53.4807341	
6066218761	-2.2408892	53.4807368	
6066218762	-2.2408941	53.4807407	
6066218763	-2.2408965	53.4807453	
6066218764	-2.2408963	53.4807502	
6066218765	-2.2408933	53.4807547	
6066218766	-2.2408880	53.4807584	
6066218767	-2.2408815	53.4807607	
6066218768	-2.2408742	53.4807617	
6066218769	-2.2408540	53.4807567	
6066218770	-2.2408598	53.4807596	
6066218771	-2.2408482	53.4807477	
6066218772	-2.2408493	53.4807429	
6066218773	-2.2410621	53.4807312	
6066218774	-2.2411071	53.4806796	
6066218775	-2.2412191	53.4807143	
6066218776	-2.2411741	53.4807658	
6066223623	-2.2411312	53.4806450	
6066229122	-2.2414354	53.4805492	
6066229123	-2.2414397	53.4806462	
6066229124	-2.2413284	53.4806244	
6066229125	-2.2413939	53.4806231	
6066229126	-2.2414784	53.4805638	
6066229127	-2.2415227	53.4805862	
6066229128	-2.2413398	53.4805010	
6066233949	-2.2415789	53.4804415	
6066233950	-2.2415437	53.4804224	
6066233951	-2.2417220	53.4804039	
6066233952	-2.2415773	53.4804979	
6066233953	-2.2415310	53.4804726	
6066233954	-2.2416406	53.4803595	
6066239906	-2.2415393	53.4808310	
6066239907	-2.2415508	53.4807993	
6066239908	-2.2416338	53.4808431	
6066239909	-2.2416568	53.4808170	
6066248407	-2.2418441	53.4807946	
6066248408	-2.2417839	53.4807898	
6066248409	-2.2417770	53.4808253	
6066264634	-2.2414773	53.4807899	
6066264635	-2.2416236	53.4806183	
6066264636	-2.2414682	53.4807212	
6066264637	-2.2416935	53.4806323	
6066264638	-2.2418768	53.4806468	
6066264639	-2.2416616	53.4807811	
6066264640	-2.2416746	53.4807244	
6066264641	-2.2417951	53.4807325	
6066269493	-2.2417611	53.4806374	
6066269494	-2.2417292	53.4807862	
6066269495	-2.2417415	53.4807288	
6066297790	-2.2418572	53.4807367	
6066297791	-2.2418221	53.4804884	
6066297792	-2.2419095	53.4804667	
6066297793	-2.2418929	53.4804590	
6066303220	-2.2418644	53.4801344	
6066303221	-2.2419807	53.4800600	
6066303222	-2.2421135	53.4801335	
6066303223	-2.2419972	53.4802079	
6066324153	-2.2405562	53.4807832	
6066324154	-2.2405726	53.4807863	
6066324155	-2.2405961	53.4807986	
6066324156	-2.2406034	53.4808273	
6066324157	-2.2405875	53.4808429	
6066324158	-2.2405333	53.4808516	
6066324159	-2.2405178	53.4808479	
6066324160	-2.2405047	53.4808418	
6066324161	-2.2404950	53.4808017	
6066324162	-2.2405060	53.4807928	
6066324163	-2.2405212	53.4807864	
6066324164	-2.2404115	53.4810321	
6066324165	-2.2404088	53.4810466	
6066324166	-2.2404029	53.4810540	
6066324167	-2.2403846	53.4810649	
6066324168	-2.2403129	53.4810105	
6066324169	-2.2403293	53.4810039	
6066324170	-2.2403485	53.4810009	
6066324171	-2.2403683	53.4810020	
6066324172	-2.2403864	53.4810069	
6066324173	-2.2404006	53.4810151	
6066324174	-2.2402198	53.4806867	
6066324175	-2.2402556	53.4806856	
6066324176	-2.2402708	53.4806894	
6066324177	-2.2402932	53.4807032	
6066324178	-2.2402666	53.4807521	
6066324179	-2.2402329	53.4807554	
6066324180	-2.2402048	53.4807477	
6066324181	-2.2401807	53.4807216	
6066324182	-2.2401901	53.4807009	
6066324183	-2.2399937	53.4808952	
6066324184	-2.2400098	53.4808952	
6066325685	-2.2400252	53.4808979	
6066325686	-2.2400541	53.4809406	
6066325687	-2.2400454	53.4809494	
6066325688	-2.2400326	53.4809563	
6066325689	-2.2400169	53.4809605	
6066325690	-2.2399848	53.4809602	
6066325691	-2.2399711	53.4809564	
6066325692	-2.2399511	53.4809429	
6066325693	-2.2399527	53.4809119	
6074663217	-2.2468220	53.4823143	KFC
6082286133	-2.2422650	53.4793440	Salut Wines
6109543001	-2.2467474	53.4790254	The Allotment Vegan Restaurant
6111253265	-2.2400951	53.4878069	
6111253266	-2.2416205	53.4857293	
6111253267	-2.2420004	53.4852297	
6111253268	-2.2420855	53.4850911	
6111253269	-2.2421843	53.4849866	
6111253270	-2.2424526	53.4847380	
6111253271	-2.2428163	53.4842833	
6111253272	-2.2436864	53.4830861	
6111253273	-2.2437327	53.4830132	
6111253274	-2.2437311	53.4829844	
6111253275	-2.2437488	53.4829152	
6111253276	-2.2439011	53.4826713	
6111253277	-2.2441909	53.4822339	
6111253278	-2.2433038	53.4820550	
6111253279	-2.2430776	53.4820159	
6111253280	-2.2429373	53.4822535	
6111253281	-2.2428105	53.4824874	
6111253282	-2.2426598	53.4827394	
6111253283	-2.2424154	53.4826950	
6111253284	-2.2422211	53.4826972	
6111253485	-2.2397332	53.4821683	
6111253486	-2.2393484	53.4820747	
6111253487	-2.2392714	53.4820407	
6111253488	-2.2392230	53.4820246	
6111253489	-2.2383825	53.4818007	
6111253490	-2.2382134	53.4817444	
6111253491	-2.2381316	53.4816718	
6111253492	-2.2380967	53.4816161	
6111253493	-2.2380888	53.4815603	
6111253494	-2.2381140	53.4814920	
6111253495	-2.2381710	53.4814389	
6111253496	-2.2384517	53.4812559	
6111253497	-2.2384741	53.4812090	
6111253498	-2.2384859	53.4811668	
6111253499	-2.2384780	53.4811048	
6111253500	-2.2384445	53.4810384	
6111253501	-2.2383643	53.4809765	
6111253502	-2.2381844	53.4808788	
6111253503	-2.2380030	53.4807723	
6111253504	-2.2375889	53.4805582	
6111253505	-2.2373683	53.4804571	
6111253506	-2.2366415	53.4800847	
6111253507	-2.2364859	53.4800122	
6111253508	-2.2362988	53.4799711	
6111253509	-2.2366577	53.4797350	
6111253510	-2.2379579	53.4789117	
6111253511	-2.2381636	53.4787658	
6111253512	-2.2383376	53.4786242	
6111253513	-2.2384681	53.4785260	
6111253514	-2.2386842	53.4783853	
6111253515	-2.2391768	53.4780940	
6111253516	-2.2398001	53.4777395	
6111253517	-2.2402595	53.4774483	
6111253518	-2.2412341	53.4768765	
6111253519	-2.2416380	53.4766303	
6111253520	-2.2419878	53.4764057	
6111253521	-2.2422147	53.4763046	
6111253522	-2.2425832	53.4761744	
6111253523	-2.2422420	53.4757949	
6111253524	-2.2419267	53.4754747	
6111253525	-2.2414931	53.4749929	
6111253526	-2.2413339	53.4748107	
6111253527	-2.2412139	53.4746338	
6111253528	-2.2399731	53.4750139	
6111253529	-2.2388662	53.4753775	
6111253530	-2.2380210	53.4756461	
6111253531	-2.2379875	53.4755931	
6111253532	-2.2378314	53.4751530	
6111253533	-2.2377868	53.4750084	
6111253534	-2.2376741	53.4747704	
6111253535	-2.2375343	53.4745666	
6111253536	-2.2373159	53.4742902	
6111253537	-2.2370836	53.4739824	
6111253538	-2.2368819	53.4737375	
6111253539	-2.2366830	53.4734628	
6111253540	-2.2365098	53.4732105	
6111253541	-2.2364400	53.4731361	
6111253542	-2.2359208	53.4726930	
6111253543	-2.2358572	53.4726177	
6111253544	-2.2358343	53.4725710	
6111253545	-2.2358416	53.4725171	
6111253546	-2.2358760	53.4724694	
6111253547	-2.2358051	53.4724434	
6111253548	-2.2356478	53.4723511	
6111253549	-2.2353799	53.4721287	
6111255350	-2.2409379	53.4886807	
6111257255	-2.2352331	53.4720032	
6135353714	-2.2388611	53.4789410	Neo Building
6138345832	-2.2430512	53.4778865	Emmeline Pankhurst
6163039197	-2.2401500	53.4820579	
6163039198	-2.2400622	53.4821734	
6200519831	-2.2258025	53.4782918	
6200519835	-2.2234884	53.4779597	
6200640061	-2.2447910	53.4787973	
6200640062	-2.2441703	53.4782761	
6200640063	-2.2442847	53.4784052	
6200640064	-2.2447874	53.4788088	
6200640065	-2.2448752	53.4789382	
6200640066	-2.2442220	53.4783795	
6200640067	-2.2441819	53.4783617	
6200640068	-2.2442441	53.4783264	
6200721363	-2.2429702	53.4777785	
6200721364	-2.2435306	53.4774062	
6200721366	-2.2427332	53.4777273	
6200721367	-2.2423023	53.4780921	
6200721368	-2.2430513	53.4777212	
6200721369	-2.2433576	53.4775278	
6200721372	-2.2430798	53.4777230	
6200721373	-2.2430502	53.4780144	
6200721374	-2.2423799	53.4775388	
6200721375	-2.2430619	53.4777135	
6200721376	-2.2431459	53.4776543	
6200721377	-2.2419066	53.4779100	
6200721378	-2.2431567	53.4776467	
6200721379	-2.2429883	53.4777877	
6200721380	-2.2433675	53.4775208	
6200721381	-2.2432692	53.4775900	
6200721382	-2.2427945	53.4773084	
6200721383	-2.2432585	53.4775974	
6200721384	-2.2429009	53.4777570	
6200723785	-2.2432399	53.4775880	
6200723786	-2.2418932	53.4778820	
6200723787	-2.2427373	53.4777061	
6200723788	-2.2430696	53.4777304	
6200723790	-2.2423959	53.4775356	
6200723791	-2.2429591	53.4777860	
6200723792	-2.2435204	53.4773904	
6200723793	-2.2431749	53.4776562	
6200723794	-2.2432509	53.4775804	
6200723795	-2.2431643	53.4776639	
6200723797	-2.2428861	53.4778619	
6200723799	-2.2430932	53.4778388	
6200723800	-2.2428317	53.4778998	
6200723801	-2.2434578	53.4773627	
6204135368	-2.2471755	53.4817830	Bisous Bisous
6204148982	-2.2448660	53.4813362	
6204148983	-2.2452906	53.4813798	
6204148984	-2.2452803	53.4814150	
6204148985	-2.2451137	53.4813657	
6204158897	-2.2442177	53.4811257	Zizzi
6204356749	-2.2435559	53.4800435	
6204356750	-2.2432694	53.4801727	
6204356751	-2.2433437	53.4802285	
6204356752	-2.2434145	53.4802664	
6204356753	-2.2435092	53.4803017	
6204356754	-2.2435976	53.4803228	
6204356755	-2.2436410	53.4803238	
6204356756	-2.2436631	53.4803207	
6204356757	-2.2436941	53.4803107	
6204356758	-2.2437250	53.4802849	
6204356759	-2.2437613	53.4802512	
6204356760	-2.2437649	53.4802248	
6204356761	-2.2437489	53.4801969	
6204356762	-2.2430871	53.4800337	
6204356763	-2.2433844	53.4799063	
6204356764	-2.2428473	53.4798450	
6204356765	-2.2424603	53.4795369	
6204356766	-2.2424711	53.4795317	
6204356767	-2.2424644	53.4795165	
6204356768	-2.2424630	53.4794986	
6204356769	-2.2424644	53.4794854	
6204356770	-2.2424717	53.4794682	
6204356771	-2.2424831	53.4794531	
6204356772	-2.2424925	53.4794439	
6204356773	-2.2424852	53.4794403	
6204356774	-2.2425418	53.4794006	
6204356775	-2.2425599	53.4794009	
6204356776	-2.2425803	53.4793989	
6204356777	-2.2425927	53.4793961	
6204356778	-2.2426015	53.4794010	
6204356779	-2.2426281	53.4793988	
6204356780	-2.2426466	53.4793984	
6204356781	-2.2426623	53.4793988	
6204356782	-2.2426948	53.4794019	
6204356783	-2.2427226	53.4794089	
6204356784	-2.2427330	53.4794127	
6204356985	-2.2427538	53.4794031	
6204356986	-2.2434269	53.4803347	
6204356987	-2.2435207	53.4803635	
6204356988	-2.2437996	53.4803821	
6204356989	-2.2438159	53.4803361	
6204356990	-2.2438328	53.4802939	
6204356991	-2.2438547	53.4802653	
6204356992	-2.2434721	53.4803498	
6204356993	-2.2433022	53.4802725	
6204356994	-2.2430354	53.4800704	
6204356995	-2.2434539	53.4802524	
6204356996	-2.2433584	53.4802075	
6204356997	-2.2432640	53.4801321	
6204356998	-2.2432109	53.4800905	King Street Townhouse
6204356999	-2.2428629	53.4797926	Savills Manchester
6204357000	-2.2425290	53.4795061	Nisbets
6204357001	-2.2427616	53.4793612	
6204357002	-2.2427991	53.4793826	
6204357003	-2.2433906	53.4798504	
6204357004	-2.2430716	53.4795912	
6204357005	-2.2428522	53.4794167	
6204357006	-2.2428092	53.4799956	
6204357007	-2.2427923	53.4800278	
6204357008	-2.2426643	53.4804660	
6204357009	-2.2428001	53.4800097	
6204357010	-2.2424010	53.4795827	
6204357011	-2.2434141	53.4810358	
6204357012	-2.2439828	53.4804482	
6204357013	-2.2440805	53.4804627	
6204357014	-2.2442506	53.4804849	
6204373451	-2.2424226	53.4795148	
6204373452	-2.2424322	53.4794761	
6204373453	-2.2423496	53.4795516	
6204373454	-2.2426827	53.4797309	
6204373455	-2.2429906	53.4799764	
6204373456	-2.2434033	53.4799038	
6204373457	-2.2422528	53.4794949	
6204373458	-2.2423147	53.4794772	
6204373459	-2.2423348	53.4794566	
6204373460	-2.2423731	53.4794251	
6204373461	-2.2424774	53.4793503	
6204373462	-2.2437060	53.4804017	
6204373463	-2.2438434	53.4802084	
6204705879	-2.2433639	53.4802393	
6204705880	-2.2435975	53.4800768	
6204705881	-2.2435313	53.4801093	
6204705882	-2.2435568	53.4801300	
6204705883	-2.2434886	53.4801614	
6204705884	-2.2435069	53.4801759	
6204706585	-2.2431925	53.4802840	Kyocera Technology Suite
6204706586	-2.2430967	53.4802038	
6204706587	-2.2429920	53.4801128	
6204706588	-2.2428964	53.4801827	Clyde & Co
6204706589	-2.2427942	53.4803374	Avid Building Surveyors
6204706590	-2.2427932	53.4803961	BECG
6204706591	-2.2429367	53.4804079	Clearwater International
6204706592	-2.2428313	53.4802603	Colliers International
6204706593	-2.2429584	53.4803322	HSB Engineering Insurance
6204706594	-2.2429657	53.4802399	Mac Financial
6204706595	-2.2430550	53.4802873	Mosaic Town Planning
6204706596	-2.2430479	53.4804254	QBE Business Insurance
6204706597	-2.2431160	53.4803665	Travelers
6204712952	-2.2443546	53.4799535	
6204712953	-2.2443931	53.4799383	
6204712954	-2.2444428	53.4799198	
6204712955	-2.2444686	53.4799081	
6207718493	-2.2447722	53.4780890	
6207718494	-2.2444208	53.4779098	
6207718496	-2.2446054	53.4781439	
6207718497	-2.2443985	53.4781883	
6207718498	-2.2446125	53.4781623	
6207718499	-2.2450625	53.4779440	
6207718500	-2.2449330	53.4782273	
6207718501	-2.2445759	53.4783132	
6207718502	-2.2447766	53.4783916	
6207718503	-2.2445052	53.4782868	
6207718504	-2.2443210	53.4779711	
6207718505	-2.2448094	53.4781223	
6207718506	-2.2445901	53.4778916	
6207718507	-2.2448247	53.4779598	
6207718508	-2.2445112	53.4782567	
6207718509	-2.2449973	53.4780540	
6207718510	-2.2444502	53.4782526	
6207718511	-2.2449932	53.4782289	
6207718512	-2.2447987	53.4781693	
6207718513	-2.2449377	53.4780444	
6207718514	-2.2446422	53.4783253	
6207718515	-2.2443573	53.4779896	
6207718516	-2.2446216	53.4781042	
6207718517	-2.2447590	53.4781923	
6207718518	-2.2448119	53.4781296	
6207718519	-2.2447589	53.4783271	
6207718520	-2.2442949	53.4780662	
6207718521	-2.2444598	53.4779288	
6207718522	-2.2450127	53.4782021	
6207718523	-2.2446786	53.4780790	
6207718524	-2.2449723	53.4782464	
6207718525	-2.2444790	53.4780505	
6207718526	-2.2446089	53.4781561	
6207718527	-2.2446857	53.4781985	
6207718528	-2.2448049	53.4781618	
6207718529	-2.2448641	53.4778989	
6207718530	-2.2444245	53.4780489	
6207718531	-2.2447150	53.4780763	
6207718532	-2.2447841	53.4780953	
6207718533	-2.2446192	53.4781701	
6207718534	-2.2449245	53.4783603	
6207718535	-2.2446290	53.4781782	
6207718536	-2.2449017	53.4782910	
6207718537	-2.2445557	53.4782799	
6207718538	-2.2444244	53.4783311	
6207718539	-2.2451330	53.4781836	
6207718540	-2.2445038	53.4778806	
6207718541	-2.2446717	53.4781960	
6207718542	-2.2449972	53.4778955	
6207718543	-2.2447287	53.4779473	
6207718544	-2.2450802	53.4782684	
6207718545	-2.2446473	53.4780882	
6207718546	-2.2451396	53.4781468	
6207718547	-2.2444817	53.4782375	
6207718548	-2.2442397	53.4780799	
6207718549	-2.2444407	53.4780314	
6207718550	-2.2442923	53.4782046	
6207718551	-2.2447809	53.4781829	
6207718552	-2.2448562	53.4783793	
6207718553	-2.2444797	53.4783556	
6207718554	-2.2448118	53.4781470	
6207718555	-2.2443786	53.4783033	
6207718556	-2.2449410	53.4780066	
6207718557	-2.2442803	53.4781097	
6207718558	-2.2445235	53.4779065	
6207718559	-2.2448486	53.4779664	
6207718560	-2.2444002	53.4780849	
6207718561	-2.2446198	53.4779544	
6207718562	-2.2445960	53.4782926	
6207718563	-2.2447867	53.4781794	
6207718564	-2.2450253	53.4781713	
6207718565	-2.2447466	53.4780804	
6207718566	-2.2446792	53.4779478	
6207718567	-2.2447237	53.4781994	
6207718568	-2.2451109	53.4782307	
6207718569	-2.2449147	53.4779915	
6207718570	-2.2444338	53.4782374	
6207718571	-2.2449082	53.4780236	
6207718572	-2.2442693	53.4780243	
6207718573	-2.2445227	53.4779822	
6207718574	-2.2442525	53.4780513	
6207718575	-2.2449938	53.4783307	
6207718576	-2.2451231	53.4780674	
6207718577	-2.2448129	53.4781412	
6207718578	-2.2449720	53.4779350	
6207718579	-2.2444127	53.4782129	
6207718580	-2.2450178	53.4780858	
6207718581	-2.2449720	53.4780281	
6207718582	-2.2447083	53.4782000	
6207718583	-2.2443884	53.4779265	
6207718584	-2.2447595	53.4780840	
6207720485	-2.2448018	53.4781105	
6207720486	-2.2451362	53.4781051	
6207720487	-2.2450300	53.4781449	
6207720488	-2.2447929	53.4781016	
6207720489	-2.2443885	53.4781541	
6207720490	-2.2447356	53.4778821	
6207720491	-2.2442916	53.4779982	
6207720492	-2.2443895	53.4781166	
6207720493	-2.2446518	53.4781900	
6207720494	-2.2447328	53.4780779	
6207720495	-2.2450274	53.4781133	
6207720496	-2.2450373	53.4783043	
6207720497	-2.2444815	53.4782728	
6207720498	-2.2443526	53.4779476	
6207720499	-2.2450198	53.4779606	
6207720500	-2.2443119	53.4782385	
6207720501	-2.2448252	53.4779869	
6207720502	-2.2448690	53.4783039	
6207720503	-2.2445505	53.4783769	
6207720504	-2.2446186	53.4781070	
6207720505	-2.2446384	53.4780925	
6207720506	-2.2448647	53.4780014	
6207720507	-2.2448977	53.4782535	
6207720508	-2.2450601	53.4779896	
6207720509	-2.2445364	53.4783001	
6207720510	-2.2448038	53.4778880	
6207720511	-2.2442791	53.4781592	
6207720512	-2.2446645	53.4780822	
6207720513	-2.2446681	53.4778828	
6207720514	-2.2445132	53.4780261	
6207720515	-2.2450960	53.4780255	
6207720516	-2.2449343	53.4782739	
6207720517	-2.2447012	53.4780765	
6207720518	-2.2443264	53.4780196	
6207720519	-2.2449196	53.4779144	
6207720520	-2.2448191	53.4783178	
6207720521	-2.2445708	53.4779655	
6207720522	-2.2443402	53.4782714	
6207720523	-2.2446202	53.4783893	
6207720524	-2.2447039	53.4783294	
6207720525	-2.2446085	53.4781220	
6207720526	-2.2447800	53.4779517	
6207720527	-2.2444094	53.4779536	
6207720528	-2.2446057	53.4781304	
6207720529	-2.2444746	53.4780067	
6207720530	-2.2444582	53.4778949	
6207720531	-2.2444270	53.4783832	
6207720532	-2.2446395	53.4781846	
6207720533	-2.2447455	53.4781960	
6207720534	-2.2447016	53.4783948	
6207720535	-2.2448877	53.4779795	
6207737138	-2.2441201	53.4779711	
6207737139	-2.2442397	53.4778866	
6207737140	-2.2443065	53.4778371	
6207737141	-2.2443182	53.4778435	
6207737142	-2.2441271	53.4779753	
6207737143	-2.2441752	53.4779447	
6207737144	-2.2442330	53.4778967	
6207737145	-2.2442318	53.4778890	
6207737146	-2.2441562	53.4779416	
6207737147	-2.2442806	53.4778611	
6207737148	-2.2442021	53.4779129	
6207737149	-2.2441940	53.4779154	
6207737150	-2.2442367	53.4778981	
6207737151	-2.2441546	53.4779473	
6207737152	-2.2441599	53.4779398	
6207737153	-2.2441646	53.4779391	
6207737154	-2.2441698	53.4779398	
6207737155	-2.2441409	53.4779711	
6207737156	-2.2441304	53.4779626	
6207737157	-2.2442841	53.4778631	
6207737158	-2.2441976	53.4779136	
6207737159	-2.2442716	53.4778611	
6207737160	-2.2441721	53.4779499	
6207737161	-2.2442426	53.4778981	
6207737162	-2.2441677	53.4779514	
6207737163	-2.2441925	53.4779209	
6207737164	-2.2442304	53.4778943	
6207737165	-2.2442493	53.4778942	
6207737166	-2.2441922	53.4779178	
6207737167	-2.2441990	53.4779248	
6207737168	-2.2443234	53.4778352	
6207737169	-2.2441397	53.4779656	
6207737170	-2.2442301	53.4778913	
6207737171	-2.2442759	53.4778604	
6207737172	-2.2443081	53.4778349	
6207737173	-2.2442497	53.4778919	
6207737174	-2.2442730	53.4778716	
6207737175	-2.2442669	53.4778679	
6207737176	-2.2442852	53.4778678	
6207737177	-2.2441614	53.4779514	
6207737178	-2.2443126	53.4778435	
6207737179	-2.2441574	53.4779499	
6207737180	-2.2443249	53.4778377	
6207737181	-2.2442109	53.4779157	
6207737182	-2.2442125	53.4779184	
6207737183	-2.2442856	53.4778656	
6207737184	-2.2443067	53.4778399	
6207737785	-2.2442467	53.4778967	
6207737786	-2.2443221	53.4778422	
6207737787	-2.2442666	53.4778650	
6207737788	-2.2441336	53.4779754	
6207737789	-2.2442353	53.4778872	
6207737790	-2.2442051	53.4779249	
6207737791	-2.2441229	53.4779738	
6207737792	-2.2441748	53.4779472	
6207737793	-2.2443245	53.4778399	
6207737794	-2.2441198	53.4779678	
6207737795	-2.2441736	53.4779419	
6207737796	-2.2443113	53.4778333	
6207737797	-2.2442094	53.4779234	
6207737798	-2.2441382	53.4779738	
6207737799	-2.2442446	53.4778873	
6207737800	-2.2441414	53.4779685	
6207737801	-2.2443201	53.4778333	
6207737802	-2.2442072	53.4779137	
6207737803	-2.2443145	53.4778294	
6207737804	-2.2441255	53.4779633	
6207737805	-2.2441952	53.4779234	
6207737806	-2.2442683	53.4778628	
6207737807	-2.2443091	53.4778422	
6207737808	-2.2442694	53.4778703	
6207737809	-2.2443154	53.4778327	
6207737810	-2.2441358	53.4779634	
6207737811	-2.2441217	53.4779653	
6207737812	-2.2442481	53.4778893	
6207737813	-2.2442787	53.4778716	
6207737814	-2.2442827	53.4778702	
6207737815	-2.2441543	53.4779441	
6207737816	-2.2442120	53.4779208	
6207801819	-2.2449826	53.4779819	
6207801820	-2.2443726	53.4780334	
6207801821	-2.2447817	53.4779472	
6207801822	-2.2446305	53.4783592	
6207801823	-2.2448943	53.4779412	
6207801824	-2.2450377	53.4781450	
6207801825	-2.2447027	53.4783640	
6207801826	-2.2447601	53.4783316	
6207801827	-2.2450735	53.4780760	
6207801828	-2.2445675	53.4779613	
6207801829	-2.2445069	53.4783294	
6207801830	-2.2446406	53.4783298	
6207801831	-2.2447323	53.4779128	
6207801832	-2.2450625	53.4782198	
6207801833	-2.2444584	53.4783079	
6207801834	-2.2450179	53.4780073	
